name,cpg,brandCode,category,topBrand,categoryCode,_id,barcode,cpg_ref,cpg_id
ONE A DAY® KIDS,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",ONE A DAY KIDS,Health & Wellness,,HEALTHY_AND_WELLNESS,5e5ff1f7ee7f2d0b35b2a18e,511111414049,Cogs,5d9b4f591dda2c6225a284aa
Lay's Kettle Cooked,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",,Snacks,True,,585a967fe4b03e62d1ce0e80,511111801689,Cogs,5332f5fbe4b03c9a25efd0ba
test brand @1599159968998,"{'$ref': 'Cogs', '$id': {'$oid': '5f513ea0be37ce21f1287c01'}}",TEST BRANDCODE @1599159968998,Baking,,BAKING,5f513ea1be37ce21f1287c02,511111416500,Cogs,5f513ea0be37ce21f1287c01
LIFEWTR,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",LIFEWTR,Beverages,False,,5d66dd526d5f3b6188d4f04f,511111805410,Cogs,5332f5fbe4b03c9a25efd0ba
Eating Well Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",511111804994,Magazines,,,5d6412f86d5f3b23d1bc7909,511111804994,Cogs,5d5d4fd16d5f3b23d1bc7905
Sierra Mist,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,,,,5332f608e4b03c9a25efd0c1,511111903901,Cpgs,53e10d6368abd3c7065097cc
SIMILAC,"{'$ref': 'Cogs', '$id': {'$oid': '59b96571e4b0bf7c7980588b'}}",SIMILAC,Baby,,,5c49d161f0276e7719673719,511111904731,Cogs,59b96571e4b0bf7c7980588b
Coricidin® HBP,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",CORICIDIN HBP,Health & Wellness,False,HEALTHY_AND_WELLNESS,5da60843a60b87376833e351,511111205739,Cogs,5d9b4f591dda2c6225a284aa
test brand @1601939016290,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",TEST BRANDCODE @1601939016290,Candy & Sweets,,CANDY_AND_SWEETS,5f7ba648be37ce23081c528e,511111716921,Cogs,5332fa12e4b03c9a25efd1e7
Badedas,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",BADEDAS,Beauty & Personal Care,,,5a5d29fde4b0db471c2d0433,511111400110,Cogs,53e10d6368abd3c7065097cc
Shurfine,"{'$ref': 'Cpgs', '$id': {'$oid': '5459429be4b0bfcb1e864082'}}",,,,,54594387e4b0bfcb1e864083,511111902744,Cpgs,5459429be4b0bfcb1e864082
Pepsi Diet,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",,Beverages,False,,585a96d2e4b03e62d1ce0e89,511111001607,Cogs,5332f5fbe4b03c9a25efd0ba
Apple Jacks/Cinnamon Jacks,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",,,,,5332f9fee4b03c9a25efd1d0,511111803164,Cpgs,5332f5f2e4b03c9a25efd0aa
Diet Coke,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",,,,,5332fa73e4b03c9a25efd21c,511111703051,Cpgs,5332f5ebe4b03c9a25efd0a8
test brand @1604946244876,"{'$ref': 'Cogs', '$id': {'$oid': '5fa98944be37ce239d1070ff'}}",TEST BRANDCODE @1604946244876,Baking,False,BAKING,5fa98944be37ce239d107103,511111617297,Cogs,5fa98944be37ce239d1070ff
Shock Top,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",,,,,5332f7afe4b03c9a25efd13d,511111203483,Cpgs,5332f7a7e4b03c9a25efd134
Benihana Frozen Entrees,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",BENIHANA,Frozen,,,5d540e65a3a018514994f41f,511111404880,Cogs,559c2234e4b06aca36af13c6
Mountain High™,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",MOUNTAIN HIGH,Dairy,,,5daf46261dda2c3e1416ae96,511111905967,Cogs,5332f5f3e4b03c9a25efd0ae
Tostitos,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",TOSTITOS,Snacks,,,585a972de4b03e62d1ce0e96,511111001485,Cogs,5332f5fbe4b03c9a25efd0ba
test brand @1603760319788,"{'$ref': 'Cogs', '$id': {'$oid': '5f9770bfbe37ce03d08a2d83'}}",TEST BRANDCODE @1603760319788,Baking,,BAKING,5f9770bfbe37ce03d08a2d86,511111317081,Cogs,5f9770bfbe37ce03d08a2d83
Kraft BBQ Sauce,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",,Condiments & Sauces,False,,580e015be4b0f32b2de21385,511111501824,Cogs,559c2234e4b06aca36af13c6
Gerber Baby Food,"{'$ref': 'Cogs', '$id': {'$oid': '5f58fa84be37ce21f1287c0f'}}",GERBER BABY FOOD,Baby,,BABY,5f5900d4be37ce21f1287c11,511111516569,Cogs,5f58fa84be37ce21f1287c0f
Pace,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",PACE,Grocery,False,,5a8c33f3e4b07f0a2dac8943,511111504139,Cogs,5a734034e4b0d58f376be874
Campbell's Slow Kettle,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",CAMPBELLS SLOW KETTLE ,Canned Goods & Soups,False,,5ab1589ae4b0915382df7621,511111204435,Cogs,5a734034e4b0d58f376be874
Archway,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",ARCHWAY,Snacks,False,,5afda22ee4b03bf01c2a2965,511111304494,Cogs,5a734034e4b0d58f376be874
Kraft Salad Dressing,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",,Condiments & Sauces,False,,588b9ff4e4b02187f85cdadb,511111901099,Cogs,559c2234e4b06aca36af13c6
Bayer® Aspirin,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",BAYER® ASPIRIN,Health & Wellness,False,HEALTHY_AND_WELLNESS,5ec2dde7be37ce5234ec36bb,511111314653,Cogs,5d9b4f591dda2c6225a284aa
test brand @1610055793449,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78071be37ce6a424ca0e7'}}",TEST BRANDCODE @1610055793449,Baking,False,BAKING,5ff78071be37ce6a424ca0e9,511111818977,Cogs,5ff78071be37ce6a424ca0e7
test brand @1610055793411,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78071be37ce6a424ca0e7'}}",TEST BRANDCODE @1610055793411,Baking,False,BAKING,5ff78071be37ce6a424ca0e8,511111318965,Cogs,5ff78071be37ce6a424ca0e7
test brand @1610055793500,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78071be37ce6a424ca0e7'}}",TEST BRANDCODE @1610055793500,Baking,False,BAKING,5ff78071be37ce6a424ca0ea,511111018988,Cogs,5ff78071be37ce6a424ca0e7
test brand @1610055794196,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",TEST BRANDCODE @1610055794196,Candy & Sweets,False,CANDY_AND_SWEETS,5ff78072be37ce6a424ca0ec,511111719007,Cogs,5332fa12e4b03c9a25efd1e7
test brand @1610055793537,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78071be37ce6a424ca0e7'}}",TEST BRANDCODE @1610055793537,Baking,False,BAKING,5ff78071be37ce6a424ca0eb,511111518990,Cogs,5ff78071be37ce6a424ca0e7
test brand @1610058181548,"{'$ref': 'Cogs', '$id': {'$oid': '5ff789c5be37ce786ba0f6a2'}}",TEST BRANDCODE @1610058181549,Baking,False,BAKING,5ff789c5be37ce786ba0f6a3,511111219019,Cogs,5ff789c5be37ce786ba0f6a2
test brand @1610053719944,"{'$ref': 'Cogs', '$id': {'$oid': '5ff77857be37ce58ce500839'}}",TEST BRANDCODE @1610053719944,Baking,False,BAKING,5ff77857be37ce58ce50083c,511111718918,Cogs,5ff77857be37ce58ce500839
test brand @1610053719998,"{'$ref': 'Cogs', '$id': {'$oid': '5ff77857be37ce58ce500839'}}",TEST BRANDCODE @1610053719998,Baking,False,BAKING,5ff77858be37ce58ce50083d,511111918929,Cogs,5ff77857be37ce58ce500839
test brand @1610055792794,"{'$ref': 'Cogs', '$id': {'$oid': '5ff78070be37ce6a424ca0e5'}}",,Baking,False,BAKING,5ff78070be37ce6a424ca0e6,511111118954,Cogs,5ff78070be37ce6a424ca0e5
test brand @1610053719869,"{'$ref': 'Cogs', '$id': {'$oid': '5ff77857be37ce58ce500839'}}",TEST BRANDCODE @1610053719869,Baking,False,BAKING,5ff77857be37ce58ce50083b,511111218906,Cogs,5ff77857be37ce58ce500839
test brand @1610053721248,"{'$ref': 'Cogs', '$id': {'$oid': '5ff77859be37ce58ce50083f'}}",,Baking,False,BAKING,5ff77859be37ce58ce500840,511111618942,Cogs,5ff77859be37ce58ce50083f
test brand @1610053721033,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",TEST BRANDCODE @1610053721033,Candy & Sweets,False,CANDY_AND_SWEETS,5ff77859be37ce58ce50083e,511111418931,Cogs,5332fa12e4b03c9a25efd1e7
Depend,"{'$ref': 'Cogs', '$id': {'$oid': '550b2565e4b001d5e9e4146f'}}",DEPEND,Personal Care,False,PERSONAL_CARE,5bd200c690fa074576779a16,511111004639,Cogs,550b2565e4b001d5e9e4146f
test brand @1608313322283,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",TEST BRANDCODE @1608313322283,Candy & Sweets,False,CANDY_AND_SWEETS,5fdce9eabe37ce5fa8ba59db,511111318521,Cogs,5332fa12e4b03c9a25efd1e7
test brand @1608313321374,"{'$ref': 'Cogs', '$id': {'$oid': '5fdce9e9be37ce5fa8ba59d6'}}",TEST BRANDCODE @1608313321374,Baking,False,BAKING,5fdce9e9be37ce5fa8ba59da,511111118510,Cogs,5fdce9e9be37ce5fa8ba59d6
test brand @1608313321191,"{'$ref': 'Cogs', '$id': {'$oid': '5fdce9e9be37ce5fa8ba59d6'}}",TEST BRANDCODE @1608313321191,Baking,False,BAKING,5fdce9e9be37ce5fa8ba59d7,511111518488,Cogs,5fdce9e9be37ce5fa8ba59d6
test brand @1608313321301,"{'$ref': 'Cogs', '$id': {'$oid': '5fdce9e9be37ce5fa8ba59d6'}}",TEST BRANDCODE @1608313321301,Baking,False,BAKING,5fdce9e9be37ce5fa8ba59d9,511111618508,Cogs,5fdce9e9be37ce5fa8ba59d6
test brand @1608313321222,"{'$ref': 'Cogs', '$id': {'$oid': '5fdce9e9be37ce5fa8ba59d6'}}",TEST BRANDCODE @1608313321222,Baking,False,BAKING,5fdce9e9be37ce5fa8ba59d8,511111018490,Cogs,5fdce9e9be37ce5fa8ba59d6
Nature Valley™,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",NATURE VALLEY,Snacks,,,5daf35a8a60b87376833e35d,511111005933,Cogs,5332f5f3e4b03c9a25efd0ae
test brand @1598633693767,"{'$ref': 'Cogs', '$id': {'$oid': '5f4936ddbe37ce52f8314fda'}}",TEST BRANDCODE @1598633693767,Baking,,BAKING,5f4936ddbe37ce52f8314fdd,511111215981,Cogs,5f4936ddbe37ce52f8314fda
test brand @1598633693791,"{'$ref': 'Cogs', '$id': {'$oid': '5f4936ddbe37ce52f8314fda'}}",TEST BRANDCODE @1598633693791,Baking,,BAKING,5f4936ddbe37ce52f8314fde,511111715993,Cogs,5f4936ddbe37ce52f8314fda
Anzio ,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",ANZIO,Bread & Bakery,False,BREAD_AND_BAKERY,5fb6b82dbe37ce522e165cbc,511111117407,Cogs,5fb6b608be37ce522e165cb9
Family Circle,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",511111705000,Magazines,,,5d641306a3a018514994f427,511111705000,Cogs,5d5d4fd16d5f3b23d1bc7905
Diet Rite,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",,,,,55b630f5e4b0d8e685c14222,511111002598,Cogs,55b62995e4b0d8e685c14213
Hershey's Whipped Topping,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",HERSHEY'S WHIPPED TOPPING,Dairy,,,5db780a6a60b87376833e369,511111806172,Cogs,559c2234e4b06aca36af13c6
test brand @1598633693720,"{'$ref': 'Cogs', '$id': {'$oid': '5f4936ddbe37ce52f8314fda'}}",TEST BRANDCODE @1598633693720,Baking,,BAKING,5f4936ddbe37ce52f8314fdb,511111515968,Cogs,5f4936ddbe37ce52f8314fda
Eggo,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",,,,,5332f5f2e4b03c9a25efd0a9,511111804048,Cpgs,5332f5f2e4b03c9a25efd0aa
test brand @1605535020671,"{'$ref': 'Cogs', '$id': {'$oid': '5fb2852cbe37ce522e165cae'}}",TEST BRANDCODE @1605535020671,Baking,False,BAKING,5fb2852cbe37ce522e165cb2,511111617341,Cogs,5fb2852cbe37ce522e165cae
IMPERIAL,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",IMPERIAL,Dairy,,,592486bee410d61fcea3d12e,511111200802,Cogs,53e10d6368abd3c7065097cc
Modelo Especial,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",,,,,57c082a6e4b0718ff5fcb03b,511111502425,Cpgs,5332f7a7e4b03c9a25efd134
ALEVE® PM NIGHT TIME,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",ALEVE PM NIGHT TIME,Health & Wellness,,,5da606ae1dda2c3e1416ae86,511111305637,Cogs,53e10d6368abd3c7065097cc
test brand @1603925787294,"{'$ref': 'Cogs', '$id': {'$oid': '5f99f71bbe37ce13da9eade6'}}",TEST BRANDCODE @1603925787294,Baking,,BAKING,5f99f71bbe37ce13da9eade7,511111117124,Cogs,5f99f71bbe37ce13da9eade6
ApotheCARE Essentials,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",APOTHECARE ESSENTIALS,Personal Care,False,,5a8c5e74e4b07f0a2dac8947,511111904229,Cogs,5332f5f6e4b03c9a25efd0b4
Henry's Hard Soda,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",HENRY WEINHARD'S,Beer Wine Spirits,False,,57e5817ae4b0ac389136a30c,511111902256,Cpgs,5332f709e4b03c9a25efd0f1
Campbell's Chunky,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",CAMPBELLS CHUNKY ,Canned Goods & Soups,False,,5ab15392e4b0915382df761d,511111204367,Cogs,5a734034e4b0d58f376be874
ONE A DAY® WOMENS,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",ONE A DAY® WOMENS,Health & Wellness,,,5e5ff265ee7f2d0b35b2a18f,511111914051,Cogs,53e10d6368abd3c7065097cc
test brand @1595340085980,"{'$ref': 'Cogs', '$id': {'$oid': '5f16f535be37ce2b30061e24'}}",TEST BRANDCODE @1595340085980,Baking,,BAKING,5f16f536be37ce2b30061e25,511111415060,Cogs,5f16f535be37ce2b30061e24
Town House,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",,,,,5332fb83e4b03c9a25efd24a,511111502869,Cpgs,5332f5f2e4b03c9a25efd0aa
Kingsford Charcoal,"{'$ref': 'Cogs', '$id': {'$oid': '5eebc5412455c97a877ef382'}}",KINGSFORD,Outdoor,,OUTDOOR,5ef38672be37ce02da95b72f,511111515036,Cogs,5eebc5412455c97a877ef382
Yoplait® Go-GURT®,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",YOPLAIT GO-GURT,Dairy,,,5daf6baaa60b87376833e364,511111206101,Cogs,5332f5f3e4b03c9a25efd0ae
FRITO-LAY,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",FRITO-LAY,Snacks,True,,5a4d1f06e4b0d5c3fd86b678,511111700531,Cogs,5332f5fbe4b03c9a25efd0ba
Grey Poupon,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",GREY POUPON,Condiments & Sauces,False,,57ebc003e4b0ac389136a333,511111502142,Cogs,559c2234e4b06aca36af13c6
test brand @1598296704763,"{'$ref': 'Cogs', '$id': {'$oid': '5f441280be37ce5dbe9b7c7d'}}",TEST BRANDCODE @1598296704763,Baking,,BAKING,5f441280be37ce5dbe9b7c80,511111915799,Cogs,5f441280be37ce5dbe9b7c7d
Berroca®,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",BERROCA®,Health & Wellness,,HEALTHY_AND_WELLNESS,5ec2dda8be37ce5234ec36ba,511111814641,Cogs,5d9b4f591dda2c6225a284aa
Propel,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",PROPEL,Beverages,False,,58861c7f4e8d0d20bc42c4f9,511111301301,Cogs,5332f5fbe4b03c9a25efd0ba
Milwaukee's Best Ice,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",MILWAUKEE'S BEST,Beer Wine Spirits,False,,58b59a68e4b0857c2ddb7257,511111700975,Cogs,5332f709e4b03c9a25efd0f1
NOS,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",,,,,5332f753e4b03c9a25efd10f,511111703778,Cpgs,5332f5ebe4b03c9a25efd0a8
SPITZ,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",SPITZ,Snacks,,,5a4d250ce4b0d5c3fd86b67b,511111400486,Cogs,5332f5fbe4b03c9a25efd0ba
IMAGINE,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",IMAGINE,Snacks,,,5d9d0270a60b87376833e347,511111405535,Cogs,5332f5fbe4b03c9a25efd0ba
BETTER HOMES AND GARDENS Special Edition Magazine - Food ,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,,,,5d658fd1a3a018514994f431,511111905196,Cogs,53e10d6368abd3c7065097cc
test brand @1597342520969,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",TEST BRANDCODE @1597342520969,Candy & Sweets,,CANDY_AND_SWEETS,5f358338be37ce443bf9d55c,511111215332,Cogs,5332fa12e4b03c9a25efd1e7
Steel Reserve Alloy Series,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",,Beer Wine Spirits,False,,58b599fee4b0857c2ddb7256,511111900986,Cogs,5332f709e4b03c9a25efd0f1
Tusk & Grain,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",TUSK & GRAIN,Beer Wine Spirits,,,5a5d278de4b0db471c2d042f,511111800156,Cogs,5332f709e4b03c9a25efd0f1
Redd's Apple Ale,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",REDD'S ALE,Beer Wine Spirits,False,,5332f7eee4b03c9a25efd15e,511111103370,Cogs,5332f709e4b03c9a25efd0f1
Lance,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",LANCE,Snacks,False,,5afda18ee4b0c11cfecd49f5,511111104469,Cogs,5a734034e4b0d58f376be874
Pacific Foods,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",PACIFIC FOODS,Grocery,False,,5a8c363ce4b0ccf165fac9e7,511111104186,Cogs,5a734034e4b0d58f376be874
Yoplait® Dunkers,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",YOPLAIT DUNKERS,Dairy,,,5dd557081dda2c1971449a7a,511111606376,Cogs,5332f5f3e4b03c9a25efd0ae
Fiber One,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",,,,,5332f774e4b03c9a25efd126,511111603641,Cpgs,5332f5f3e4b03c9a25efd0ae
test brand @1598554813705,"{'$ref': 'Cogs', '$id': {'$oid': '5f4802bdbe37ce0c8303373c'}}",TEST BRANDCODE @1598554813705,Baking,,BAKING,5f4802bdbe37ce0c8303373f,511111415855,Cogs,5f4802bdbe37ce0c8303373c
LIPTON Soup,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",LIPTON Soup,Canned Goods & Soups,False,,5a021703e4b00efe02b02a58,511111800590,Cogs,5332f5f6e4b03c9a25efd0b4
Minions™ Cereal,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",MINIONS CEREAL,Breakfast & Cereal,,,5dc2da1fa60b873d6b0666d3,511111406341,Cogs,53e10d6368abd3c7065097cc
LOVE HOME AND PLANET,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",LOVE HOME AND PLANET,Household,,,5d2f69a6a3a01810a2174aec,511111504856,Cogs,5332f5f6e4b03c9a25efd0b4
test brand @1595968943012,"{'$ref': 'Cogs', '$id': {'$oid': '5f208daebe37ce7958c59520'}}",TEST BRANDCODE @1595968943012,Baking,,BAKING,5f208dafbe37ce7958c59522,511111015185,Cogs,5f208daebe37ce7958c59520
OneTouch®,"{'$ref': 'Cogs', '$id': {'$oid': '5f036ccc2455c947fde9362f'}}",ONETOUCH,Health & Wellness,,HEALTHY_AND_WELLNESS,5f2336cfbe37ce7958c5952c,511111715276,Cogs,5f036ccc2455c947fde9362f
test brand @1597935986247,"{'$ref': 'Cogs', '$id': {'$oid': '5f3e9172be37ce5a0e01b952'}}",TEST BRANDCODE @1597935986248,Baking,,BAKING,5f3e9172be37ce5a0e01b953,511111015536,Cogs,5f3e9172be37ce5a0e01b952
Kraft,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",KRAFT,Dairy,False,,55a41b88e4b0d0a65b3692f0,511111902690,Cogs,559c2234e4b06aca36af13c6
Basic 4™,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",BASIC 4,Breakfast & Cereal,,,5daf70071dda2c3e1416ae9e,511111906124,Cogs,5332f5f3e4b03c9a25efd0ae
Wolfgang Puck,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",WOLFGANG PUCK,Canned Goods & Soups,False,,5a8c31bfe4b0ccf165fac9e4,511111804116,Cogs,5a734034e4b0d58f376be874
test brand @1601659120828,"{'$ref': 'Cogs', '$id': {'$oid': '5f7760f0be37ce1d26d7b7a2'}}",TEST BRANDCODE @1601659120828,Baking,,BAKING,5f7760f0be37ce1d26d7b7a5,511111516842,Cogs,5f7760f0be37ce1d26d7b7a2
test brand @1603925787441,"{'$ref': 'Cogs', '$id': {'$oid': '5f99f71bbe37ce13da9eade6'}}",TEST BRANDCODE @1603925787441,Baking,,BAKING,5f99f71bbe37ce13da9eadea,511111317159,Cogs,5f99f71bbe37ce13da9eade6
The Soulfull Project,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",THE SOULFUL PROJECT,Breakfast & Cereal,,,5a8c378ce4b07f0a2dac8946,511111704218,Cogs,53e10d6368abd3c7065097cc
test brand @1598633602924,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",TEST BRANDCODE @1598633602924,Candy & Sweets,,CANDY_AND_SWEETS,5f493682be37ce52f8314fd0,511111815945,Cogs,5332fa12e4b03c9a25efd1e7
Dream Whip,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",DREAM WHIP,Baking,False,,580dff97e4b0f32b2de21381,511111901860,Cogs,559c2234e4b06aca36af13c6
test brand @1597527951461,"{'$ref': 'Cogs', '$id': {'$oid': '5f38578fbe37ce5178517ad3'}}",TEST BRANDCODE @1597527951461,Baking,,BAKING,5f38578fbe37ce5178517ad7,511111815457,Cogs,5f38578fbe37ce5178517ad3
test brand @1607639231623,"{'$ref': 'Cogs', '$id': {'$oid': '5fd2a0bfbe37ce49eb72c0ef'}}",TEST BRANDCODE @1607639231623,Baking,False,BAKING,5fd2a0bfbe37ce49eb72c0f0,511111718123,Cogs,5fd2a0bfbe37ce49eb72c0ef
Brew Pub,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",,,,,5332fa6be4b03c9a25efd217,511111903062,Cpgs,5332fa12e4b03c9a25efd1e7
Kjeldsen,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",KJELDSEN,Snacks,False,,5a8f64c6e4b0a2e2844f5695,511111104254,Cogs,5a734034e4b0d58f376be874
test brand @1598635435896,"{'$ref': 'Cogs', '$id': {'$oid': '5f493dabbe37ce64d0ae36ba'}}",TEST BRANDCODE @1598635435896,Baking,,BAKING,5f493dabbe37ce64d0ae36bd,511111316046,Cogs,5f493dabbe37ce64d0ae36ba
Kraft Cheese,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",,Dairy,False,,57ebc134e4b0ac389136a33d,511111602040,Cogs,559c2234e4b06aca36af13c6
test brand @1599849713772,"{'$ref': 'Cogs', '$id': {'$oid': '5f5bc4f1be37ce17125ac0e8'}}",TEST BRANDCODE @1599849713773,Baking,,BAKING,5f5bc4f1be37ce17125ac0ea,511111316602,Cogs,5f5bc4f1be37ce17125ac0e8
test brand @1607636369405,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",TEST BRANDCODE @1607636369405,Candy & Sweets,False,CANDY_AND_SWEETS,5fd29591be37ce38bbbefb2a,511111418092,Cogs,5332fa12e4b03c9a25efd1e7
test brand @1601644363827,"{'$ref': 'Cogs', '$id': {'$oid': '5f77274bbe37ce6b592e90b9'}}",TEST BRANDCODE @1601644363827,Baking,,BAKING,5f77274bbe37ce6b592e90bc,511111916727,Cogs,5f77274bbe37ce6b592e90b9
Pepperidge Farm,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",PEPPERIDGE FARM,Grocery,False,,5a8c35dde4b0ccf165fac9e6,511111904175,Cogs,5a734034e4b0d58f376be874
Honest Tea,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",,,,,5332f760e4b03c9a25efd11a,511111803720,Cpgs,5332f5ebe4b03c9a25efd0a8
test brand @1598554834882,"{'$ref': 'Cogs', '$id': {'$oid': '5f4802d2be37ce0c83033742'}}",,Baking,,BAKING,5f4802d2be37ce0c83033743,511111315889,Cogs,5f4802d2be37ce0c83033742
test brand @1611088503689,"{'$ref': 'Cogs', '$id': {'$oid': '60074277be37ce360be639fe'}}",TEST BRANDCODE @1611088503689,Baking,False,BAKING,60074277be37ce360be639ff,511111919803,Cogs,60074277be37ce360be639fe
